TRIAL,TURN_COUNT,CURRENT_CAMERA_OF_CONVERSATION,PREVIOUS_CAMERAS_OF_CONVERSATION,PREVIOUS_FEATURES_OF_CONVERSATION,CUSTOMER_ACTION,CUSTOMER_LOCATION,CUSTOMER_TOPIC,CUSTOMER_SPEECH,SPATIAL_STATE,STATE_TARGET,OUTPUT_SHOPKEEPER_ACTION,OUTPUT_SHOPKEEPER_LOCATION,SHOPKEEPER_TOPIC,SHOPKEEPER_SPEECH,OUTPUT_SPATIAL_STATE,OUTPUT_STATE_TARGET,SHOPKEEPER_SPEECH_DB_ENTRY_RANGE
0,1,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_ENTERS,DOOR,NONE,,WAITING,NONE,S_NONE,SERVICE_COUNTER,NONE,,WAITING,NONE,
0,2,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_WALKS_TO_CAMERA,CAMERA_1,NONE,,WAITING,NONE,S_NONE,SERVICE_COUNTER,NONE,,WAITING,NONE,
0,3,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_EXAMINES_CAMERA,CAMERA_1,NONE,,WAITING,NONE,S_GREETS,CAMERA_1,NONE,can I help you?,FACE_TO_FACE,NONE,
0,4,CAMERA_2,['CAMERA_2'],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_LOOKING_FOR_A_CAMERA,CAMERA_1,NONE,I am looking to take take pictures with a camera,FACE_TO_FACE,NONE,S_INTRODUCES_CAMERA,CAMERA_2,,Let me show you this. Here we have the Canon LUMIX GH5s C4K Mark III.,PRESENT_X,CAMERA_2,39~68
0,5,CAMERA_2,['CAMERA_2'],"{'CAMERA_1': [], 'CAMERA_2': ['weight'], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_2,weight,oh yeah it's a bit heavy how much does it weight,PRESENT_X,NONE,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_2,weight,This one weighs 580 grams.,PRESENT_X,CAMERA_2,16~25
0,6,CAMERA_2,['CAMERA_2'],"{'CAMERA_1': [], 'CAMERA_2': ['weight', 'sensor_size'], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_2,NONE,Isis sounds like a really nice cameras have,PRESENT_X,NONE,S_INTRODUCES_FEATURE,CAMERA_2,sensor_size,This one has a 23.5mm x 15.6mm [APS-C] X-Trans CMOS III with primary color filter.,PRESENT_X,CAMERA_2,15~81
0,7,CAMERA_3,"['CAMERA_2', 'CAMERA_3']","{'CAMERA_1': [], 'CAMERA_2': ['weight', 'sensor_size'], 'CAMERA_3': []}",C_ANYTHING_ELSE_AVAILABLE,CAMERA_2,NONE,do you have any other cameras with preset mode,PRESENT_X,NONE,S_INTRODUCES_CAMERA,CAMERA_3,,Let me show you this. Here we have the Nikon Lumix A900.,PRESENT_X,CAMERA_3,39~55
0,8,CAMERA_3,"['CAMERA_2', 'CAMERA_3']","{'CAMERA_1': [], 'CAMERA_2': ['weight', 'sensor_size'], 'CAMERA_3': ['resolution']}",C_SILENT_OR_BACKCHANNEL,CAMERA_3,NONE,I said yeah ok,PRESENT_X,NONE,S_INTRODUCES_FEATURE,CAMERA_3,resolution,This one has 18.6 megapixels resolution.,PRESENT_X,CAMERA_3,13~28
0,9,CAMERA_3,"['CAMERA_2', 'CAMERA_3']","{'CAMERA_1': [], 'CAMERA_2': ['weight', 'sensor_size'], 'CAMERA_3': ['resolution', 'ISO']}",C_QUESTION_ABOUT_FEATURE,CAMERA_3,ISO,a and ISO,PRESENT_X,NONE,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_3,ISO,This one has up to 12800 ISO.,PRESENT_X,CAMERA_3,13~28
0,10,CAMERA_1,"['CAMERA_2', 'CAMERA_3', 'CAMERA_1']","{'CAMERA_1': [], 'CAMERA_2': ['weight', 'sensor_size'], 'CAMERA_3': ['resolution', 'ISO']}",C_ANYTHING_ELSE_AVAILABLE,CAMERA_3,NONE,Do you have other cameras that I could afford,PRESENT_X,NONE,S_INTRODUCES_CAMERA,CAMERA_1,,Let me show you this. Here we have the Canon X-T20 ILC Camera.,PRESENT_X,CAMERA_1,39~61
0,11,CAMERA_1,"['CAMERA_2', 'CAMERA_3', 'CAMERA_1']","{'CAMERA_1': ['autofocus_points'], 'CAMERA_2': ['weight', 'sensor_size'], 'CAMERA_3': ['resolution', 'ISO']}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,autofocus_points,that sounds good what about it's also Focus points,PRESENT_X,NONE,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_1,autofocus_points,This one has 213 autofocus points.,PRESENT_X,CAMERA_1,13~33
0,12,CAMERA_1,"['CAMERA_2', 'CAMERA_3', 'CAMERA_1']","{'CAMERA_1': ['autofocus_points', 'preset_modes'], 'CAMERA_2': ['weight', 'sensor_size'], 'CAMERA_3': ['resolution', 'ISO']}",C_SILENT_OR_BACKCHANNEL,CAMERA_1,NONE,let's see,PRESENT_X,NONE,S_INTRODUCES_FEATURE,CAMERA_1,preset_modes,"This one has 21 preset modes (e.g. low light, close-up, beach).",PRESENT_X,CAMERA_1,13~62
0,13,,"['CAMERA_2', 'CAMERA_3', 'CAMERA_1']","{'CAMERA_1': ['autofocus_points', 'preset_modes'], 'CAMERA_2': ['weight', 'sensor_size'], 'CAMERA_3': ['resolution', 'ISO']}",C_ANYTHING_ELSE_AVAILABLE,CAMERA_1,NONE,okay do you have any other cameras I might be interested,PRESENT_X,NONE,S_THATS_ALL_WE_HAVE_AVAILABLE,CAMERA_1,,That's all we have available at the moment.,PRESENT_X,CAMERA_1,
0,14,NONE,"['CAMERA_2', 'CAMERA_3', 'CAMERA_1']","{'CAMERA_1': ['autofocus_points', 'preset_modes'], 'CAMERA_2': ['weight', 'sensor_size'], 'CAMERA_3': ['resolution', 'ISO']}",C_THANK_YOU,CAMERA_1,NONE,i see ok thanks,PRESENT_X,NONE,S_THANK_YOU,CAMERA_1,NONE,thank you very much.,FACE_TO_FACE,NONE,
0,15,NONE,"['CAMERA_2', 'CAMERA_3', 'CAMERA_1']","{'CAMERA_1': ['autofocus_points', 'preset_modes'], 'CAMERA_2': ['weight', 'sensor_size'], 'CAMERA_3': ['resolution', 'ISO']}",C_LEAVES,DOOR,NONE,,FACE_TO_FACE,NONE,S_RETURNS_TO_COUNTER,SERVICE_COUNTER,NONE,,WAITING,NONE,
1,1,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_ENTERS,DOOR,NONE,,WAITING,NONE,S_NONE,SERVICE_COUNTER,NONE,,WAITING,NONE,
1,2,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_WALKS_TO_CAMERA,CAMERA_2,NONE,,WAITING,NONE,S_GREETS,CAMERA_2,NONE,can I help you?,FACE_TO_FACE,NONE,
