TRIAL,TURN_COUNT,CURRENT_CAMERA_OF_CONVERSATION,PREVIOUS_CAMERAS_OF_CONVERSATION,PREVIOUS_FEATURES_OF_CONVERSATION,CUSTOMER_ACTION,CUSTOMER_LOCATION,CUSTOMER_TOPIC,CUSTOMER_SPEECH,OUTPUT_SHOPKEEPER_ACTION,OUTPUT_SHOPKEEPER_LOCATION,SHOPKEEPER_TOPIC,SHOPKEEPER_SPEECH,SHOPKEEPER_SPEECH_DB_ENTRY_RANGE
0,1,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_ENTERS,DOOR,NONE,,S_NONE,SERVICE_COUNTER,NONE,,
0,2,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_GREETS,MIDDLE,NONE,sorry for ask you another question about this camera,S_GREETS,MIDDLE,NONE,can I help you?,
0,3,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_LOOKING_FOR_A_CAMERA,MIDDLE,NONE,I'm just here looking at the new cameras at your home,S_INTRODUCES_CAMERA,CAMERA_1,,Let me show you this. Here we have the Nikon X-T20 a6000.,39~56
0,4,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['resolution'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,resolution,Honda how many mega pixels on the screen,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_1,resolution,This one has 17.3 megapixels resolution.,13~28
0,5,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['resolution', 'optical_zoom'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,optical_zoom,okay an optical zoom what does this,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_1,optical_zoom,This one has 33x optical zoom.,13~29
0,6,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['resolution', 'optical_zoom', 'price'], 'CAMERA_2': [], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_1,NONE,the picture is very nice,S_INTRODUCES_FEATURE,CAMERA_1,price,This one costs $2409.,15~20
0,7,NONE,['CAMERA_1'],"{'CAMERA_1': ['resolution', 'optical_zoom', 'price'], 'CAMERA_2': [], 'CAMERA_3': []}",C_THANK_YOU,CAMERA_1,NONE,ok thanks,S_THANK_YOU,CAMERA_1,NONE,thank you very much.,
0,8,NONE,['CAMERA_1'],"{'CAMERA_1': ['resolution', 'optical_zoom', 'price'], 'CAMERA_2': [], 'CAMERA_3': []}",C_LEAVES,DOOR,NONE,,S_RETURNS_TO_COUNTER,SERVICE_COUNTER,NONE,,
1,1,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_ENTERS,DOOR,NONE,,S_NONE,SERVICE_COUNTER,NONE,,
1,2,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_GREETS,MIDDLE,NONE,hello good morning,S_GREETS,MIDDLE,NONE,can I help you?,
1,3,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_LOOKING_FOR_A_CAMERA,MIDDLE,NONE,I'm looking for a camera to the family,S_INTRODUCES_CAMERA,CAMERA_1,,Let me show you this. Here we have the Nikon X-T20 a6000.,39~56
1,4,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['color'], 'CAMERA_2': [], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_1,NONE,ok,S_INTRODUCES_FEATURE,CAMERA_1,color,"This one comes in red, purple, pink, white, or black.",18~52
1,5,NONE,['CAMERA_1'],"{'CAMERA_1': ['color'], 'CAMERA_2': [], 'CAMERA_3': []}",C_THANK_YOU,CAMERA_1,NONE,thank you,S_THANK_YOU,CAMERA_1,NONE,thank you very much.,
1,6,NONE,['CAMERA_1'],"{'CAMERA_1': ['color'], 'CAMERA_2': [], 'CAMERA_3': []}",C_LEAVES,DOOR,NONE,,S_RETURNS_TO_COUNTER,SERVICE_COUNTER,NONE,,
