"Utterance.ID","Timestamp","Trial.ID","Condition","Cluster.ID","Is.Representative","Is.Junk","Utterance","Cluster.Size","Intra.Complete","Intra.Average","Inter.Complete","Inter.Single","Inter.Average","Inter.Hausforff"
47,NA,NA,NA,0,0,1,"this nikon coolpix a900 is a compact digital camera that comes in black or silver. it features 17 exposure modes a 35x optical zoom both manual and automatic settings 99 autofocus points and a 20 megapixel resolution all for $400.",1125,39.7115,11.989574992566,0,0,0,0
62,NA,NA,NA,0,0,1,"the fujifilm finepix jx660 is a great point and shoot camera. it comes in two fun colors has lots of preset modes and effects a high resoltuion and good iso. the price is nice as well",1125,39.7115,11.989574992566,0,0,0,0
72,NA,NA,NA,0,0,1,"the sony alpha 5100 is an e-mount interchangeable lens camera that comes with 9 scenes modes and 23 picture effects.",1125,39.7115,11.989574992566,0,0,0,0
73,NA,NA,NA,0,0,1,"it has 23 picture effects including miniature posterization and retro photo.",1125,39.7115,11.989574992566,0,0,0,0
77,NA,NA,NA,0,0,1,"this sony weighs 225 grams has 9 scene modes and is $350.",1125,39.7115,11.989574992566,0,0,0,0
81,NA,NA,NA,0,0,1,"this nikon coolpix a900 is a compact digital camera that comes in black or silver. it has 17 exposure modes a 35x optical zoom both manual and automatic settings 99 autofocus points and a 20 megapixel resolution all for $400.",1125,39.7115,11.989574992566,0,0,0,0
99,NA,NA,NA,0,0,1,"this sony has 179 autofocus points and an iso of up to 25600.",1125,39.7115,11.989574992566,0,0,0,0
106,NA,NA,NA,0,0,1,"there's a total of 23 effects on this camera including miniature posterization and retro photo.",1125,39.7115,11.989574992566,0,0,0,0
112,NA,NA,NA,0,0,1,"this sony alpha 5100 is an e-mount interchangeable lens camera that is available in black or white. it features 9 scene modes 23 picture effects both manual and automatic settings 179 autofocus points and a 24.7 megapixel resolution all for $350.",1125,39.7115,11.989574992566,0,0,0,0
123,NA,NA,NA,0,0,1,"the nikon coolpix a900 is a compact digital camera that comes in black or silver. it features a 35x optical zoom both manual and automatic settings 99 autofocus points and a 20 megapixel resolution all for $400.",1125,39.7115,11.989574992566,0,0,0,0
