"Utterance.ID","Timestamp","Trial.ID","Condition","Cluster.ID","Is.Representative","Is.Junk","Utterance","Cluster.Size","Intra.Complete","Intra.Average","Inter.Complete","Inter.Single","Inter.Average","Inter.Hausforff"
NA,NA,NA,NA,0,0,1,"the jx660 is a <camera_type> camera .",1512,1,0.447734272303056,0,0,0,0
NA,NA,NA,NA,0,0,1,"the resolution on this great camera is precisely <resolution> .",1512,1,0.447734272303056,0,0,0,0
NA,NA,NA,NA,0,0,1,"this one will take exposures for <long_exposure>",1512,1,0.447734272303056,0,0,0,0
NA,NA,NA,NA,0,0,1,"this one can do long exposures of <long_exposure> .",1512,1,0.447734272303056,0,0,0,0
NA,NA,NA,NA,0,0,1,"the autofocus points is important and this camera has <autofocus_points> .",1512,1,0.447734272303056,0,0,0,0
NA,NA,NA,NA,0,0,1,"as far as long exposure this camera lets you expose for whatever time period you choose when you use the bulb mode.",1512,1,0.447734272303056,0,0,0,0
NA,NA,NA,NA,0,0,1,"this <camera_name> is a <camera_type> camera the comes in <color> . it features 22 shooting modes 12 advanced filters a <optical_zoom> an iso range from <ISO> a <resolution> resolution all for <price> .",1512,1,0.447734272303056,0,0,0,0
NA,NA,NA,NA,0,0,1,"the resoltion of this finepix is <resolution> .",1512,1,0.447734272303056,0,0,0,0
NA,NA,NA,NA,0,0,1,"iso on this one ranges from 100 all the way <ISO>",1512,1,0.447734272303056,0,0,0,0
NA,NA,NA,NA,0,0,1,"this model only weighs a mere <weight> .",1512,1,0.447734272303056,0,0,0,0
NA,NA,NA,NA,0,0,1,"it is an interchangeable lens camera with both automatic and <settings> .",1512,1,0.447734272303056,0,0,0,0
NA,NA,NA,NA,0,0,1,"this is a <camera_type> with various shooting modes and advanced filters .",1512,1,0.447734272303056,0,0,0,0
NA,NA,NA,NA,0,0,1,"the camera here costs <price> .",1512,1,0.447734272303056,0,0,0,0
NA,NA,NA,NA,0,0,1,"this one can be silver <color> .",1512,1,0.447734272303056,0,0,0,0
NA,NA,NA,NA,0,0,1,"grab this model in <color> .",1512,1,0.447734272303056,0,0,0,0
NA,NA,NA,NA,0,0,1,"the preset modes include <preset_modes> modes .",1512,1,0.447734272303056,0,0,0,0
NA,NA,NA,NA,0,0,1,"the jx660 comes in colors <color> .",1512,1,0.447734272303056,0,0,0,0
