"Utterance.ID","Timestamp","Trial.ID","Condition","Cluster.ID","Is.Representative","Is.Junk","Utterance","Cluster.Size","Intra.Complete","Intra.Average","Inter.Complete","Inter.Single","Inter.Average","Inter.Hausforff"
1,NA,NA,NA,0,0,1,"This is the Sony Alpha 5100, and it costs $350.",7007,24.8395,5.78376787157821,0,0,0,0
3,NA,NA,NA,0,0,1,"This is a 24.7 megapixel camera.",7007,24.8395,5.78376787157821,0,0,0,0
9,NA,NA,NA,0,0,1,"It can take long exposures up to 25 seconds.",7007,24.8395,5.78376787157821,0,0,0,0
16,NA,NA,NA,0,0,1,"This one's effects are not known to our staff right now.",7007,24.8395,5.78376787157821,0,0,0,0
17,NA,NA,NA,0,0,1,"The camera has 17 preset exposure modes.",7007,24.8395,5.78376787157821,0,0,0,0
23,NA,NA,NA,0,0,1,"It's a camera that has interchangeable lenses.",7007,24.8395,5.78376787157821,0,0,0,0
24,NA,NA,NA,0,0,1,"This camera includes 9 scene modes preset such as landscape, macro, and night portrait.",7007,24.8395,5.78376787157821,0,0,0,0
26,NA,NA,NA,0,0,1,"With this one, you will get a sensor size of 23.5 x 15.6 mm.",7007,24.8395,5.78376787157821,0,0,0,0
32,NA,NA,NA,0,0,1,"This is a Sony Alpha 5100 E-mount interchangable lens camera.",7007,24.8395,5.78376787157821,0,0,0,0
37,NA,NA,NA,0,0,1,"This Sony has 23 picture effects.",7007,24.8395,5.78376787157821,0,0,0,0
38,NA,NA,NA,0,0,1,"The colors of this can be black or white.",7007,24.8395,5.78376787157821,0,0,0,0
42,NA,NA,NA,0,0,1,"It features 9 scene modes including landscape, macro and night portrait.",7007,24.8395,5.78376787157821,0,0,0,0
43,NA,NA,NA,0,0,1,"The Sony Alpha 5100 goes for $350.",7007,24.8395,5.78376787157821,0,0,0,0
47,NA,NA,NA,0,0,1,"This Nikon Coolpix A900 is a compact digital camera that comes in black or silver. It features 17 exposure modes, a 35x optical zoom, both manual and automatic settings, 99 autofocus points and a 20 megapixel resolution all for $400.",7007,24.8395,5.78376787157821,0,0,0,0
54,NA,NA,NA,0,0,1,"Yes, it can take long exposures up to 8 seconds.",7007,24.8395,5.78376787157821,0,0,0,0
58,NA,NA,NA,0,0,1,"There's 12 advanced filters on this camera including toy camera, miniature, and soft focus.",7007,24.8395,5.78376787157821,0,0,0,0
